צורת יישוב,שם יישוב,סמל יישוב,אזור סטטיסטי,אוכלוסייה בתחילת שנה,לידות,פטירות,ריבוי טבעי,עולים,איחוד משפחות,"ישראלים יוצאים לחו""ל","ישראלים חוזרים מחו""ל","מאזן ישראלים יוצאים לחו""ל וחוזרים מחו""ל",הגירה בתוך יישוב בתוך אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בתוך אזורים סטטיסטיים - נכנסים,הגירה בתוך יישוב בין אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בין אזורים סטטיסטיים - נכנסים,מאזן הגירה בתוך יישוב בין אזורים סטטיסטיים,הגירה בין יישובים - יוצאים,הגירה בין יישובים - נכנסים,מאזן הגירה בין יישובים,"סה""כ גידול",אוכלוסייה בסוף שנה,אחוז גידול שנתי
,אשדוד,81,143,"4,718",124,23,101,..,-,..,5,4,63,63,171,121,-50,124,23,-101,-36,"4,682",-0.76%
,אשדוד,82,144,"7,155",238,56,182,5,..,..,..,..,112,112,328,299,-29,176,82,-94,-36,"7,119",-0.50%
,אשדוד,83,211,"12,230",405,7,398,12,-,4,4,-,290,290,270,161,-109,390,125,-265,99,"12,329",0.81%
,אשדוד,84,212,"7,356",254,7,247,8,-,4,..,..,89,89,196,129,-67,291,97,-194,6,"7,362",0.08%
,אשדוד,85,221,"3,356",163,27,136,..,..,-,4,4,48,48,164,347,183,92,111,19,350,"3,706",10.42%
,אשדוד,86,222,"4,002",129,36,93,7,..,..,..,..,35,35,199,157,-42,99,64,-35,55,"4,058",1.38%
,אשדוד,87,223,"3,886",152,24,128,9,..,6,..,..,49,49,276,207,-69,107,92,-15,52,"3,938",1.34%
,אשדוד,88,231,"3,450",57,42,15,10,6,5,6,..,15,15,142,97,-45,83,23,-60,-28,"3,422",-0.82%
,אשדוד,89,232,"3,192",35,23,12,5,-,..,..,..,25,25,141,140,..,94,43,-51,-45,"3,146",-1.41%
,אשדוד,90,233,"3,789",41,26,15,10,..,5,10,5,39,39,187,188,..,62,58,-4,17,"3,807",0.46%
,אשדוד,91,234,"3,873",52,62,-10,10,..,7,..,-4,36,36,133,195,62,97,36,-61,21,"3,894",0.54%
,אשדוד,92,241,"5,748",88,48,40,5,5,9,8,..,60,60,273,309,36,180,92,-88,..,"5,750",0.03%
,אשדוד,93,242,"2,578",44,35,9,7,..,6,..,..,13,13,172,114,-58,52,36,-16,-31,"2,546",-1.22%
,אשדוד,94,243,"3,178",50,30,20,18,4,11,4,-7,21,21,145,139,-6,99,47,-52,-25,"3,153",-0.79%
,אשדוד,95,244,"2,347",37,31,6,16,4,14,5,-9,14,14,125,106,-19,73,16,-57,-83,"2,264",-3.54%
,אשדוד,96,311,"2,375",21,10,11,44,..,24,5,-19,27,27,118,103,-15,71,43,-28,-20,"2,355",-0.83%
,אשדוד,97,312,"1,394",10,23,-13,..,4,5,5,-,8,8,55,72,17,35,21,-14,-5,"1,389",-0.37%
,אשדוד,98,313,"2,077",43,10,33,14,..,..,5,..,14,14,73,241,168,54,46,-8,119,"2,196",5.74%
,אשדוד,99,314,"6,279",79,32,47,18,..,15,5,-10,34,34,221,193,-28,116,51,-65,-29,"6,250",-0.46%
,אשדוד,100,315,"4,123",49,43,6,20,..,9,16,7,17,17,184,165,-19,107,28,-79,-54,"4,069",-1.31%
,אשדוד,101,316,"6,045",58,43,15,15,..,19,8,-11,36,36,218,252,34,100,49,-51,-22,"6,023",-0.37%
,אשדוד,102,317,"5,019",54,45,9,28,..,28,5,-23,59,59,139,333,194,85,58,-27,202,"5,221",4.02%
,אשדוד,103,321,"4,689",74,40,34,25,..,..,4,..,20,20,193,227,34,101,49,-52,52,"4,741",1.12%
,אשדוד,104,322,"4,455",153,8,145,..,..,..,..,..,69,69,155,61,-94,143,42,-101,-40,"4,415",-0.90%
,אשדוד,105,323,"5,317",105,39,66,12,..,11,4,-7,48,48,235,284,49,109,73,-36,119,"5,436",2.23%
,אשדוד,106,331,"2,760",27,40,-13,7,5,4,..,..,33,33,116,114,..,40,34,-6,..,"2,760",0.02%
,אשדוד,107,332,"1,814",27,17,10,12,-,7,-,-7,5,5,103,53,-50,44,10,-34,-63,"1,750",-3.49%
,אשדוד,108,333,"5,064",102,17,85,4,-,4,..,..,37,37,172,137,-35,168,39,-129,-62,"5,002",-1.23%
,אשדוד,109,342,"4,203",47,46,..,15,9,8,..,-6,23,23,149,126,-23,90,52,-38,-35,"4,168",-0.84%
,אשדוד,110,343,"3,182",41,31,10,7,..,9,5,-4,17,17,170,159,-11,67,47,-20,-16,"3,165",-0.52%
,אשדוד,111,411,"4,277",61,42,19,14,..,12,5,-7,7,7,155,137,-18,61,38,-23,-4,"4,273",-0.10%
,אשדוד,112,412,"3,467",51,26,25,11,..,8,5,..,19,19,101,102,..,57,34,-23,..,"3,470",0.07%
,אשדוד,113,413,"2,525",35,22,13,9,..,8,..,-7,5,5,140,106,-34,66,25,-41,-59,"2,467",-2.32%
,אשדוד,114,415,"6,844",118,16,102,5,4,9,4,-5,85,85,234,406,172,178,74,-104,148,"6,992",2.16%
,אשדוד,115,421,"6,958",66,23,43,11,..,18,7,-11,52,52,243,197,-46,106,44,-62,-69,"6,890",-0.99%
,אשדוד,116,422,"9,454",120,27,93,34,6,11,..,-9,80,80,267,293,26,271,82,-189,-32,"9,421",-0.34%
,אשדוד,117,423,"4,608",54,42,12,14,-,20,5,-15,33,33,203,195,-8,147,57,-90,-64,"4,544",-1.38%
,אשדוד,118,424,"2,567",40,14,26,..,-,4,..,..,12,12,115,120,5,52,23,-29,9,"2,576",0.34%
,אשדוד,119,425,"5,366",84,35,49,23,..,17,9,-8,87,87,240,307,67,147,73,-74,50,"5,415",0.92%
,אשדוד,120,426,"3,883",64,28,36,11,..,31,7,-24,41,41,212,211,..,147,75,-72,-44,"3,839",-1.13%
,אשדוד,121,432,"4,477",43,16,27,6,..,14,11,..,32,32,152,167,15,110,30,-80,-35,"4,442",-0.79%
,אשדוד,122,433,"5,572",81,24,57,9,4,9,..,-8,45,45,255,225,-30,152,89,-63,-37,"5,536",-0.66%
,אשדוד,123,434,"5,801",58,10,48,26,-,12,4,-8,60,60,139,198,59,123,40,-83,31,"5,832",0.53%
,חיפה,4000,0,-,-,-,-,11,-,-,-,-,-,-,8,-,-8,..,-,..,-,-,0.00%
,חיפה,4000,111,"2,365",75,19,56,4,..,8,..,-7,48,48,62,103,41,153,122,-31,76,"2,441",3.21%
,חיפה,4000,112,"5,753",111,36,75,..,..,..,6,4,203,203,90,71,-19,139,144,5,123,"5,876",2.13%
,חיפה,4000,121,"4,926",51,36,15,47,10,32,..,-31,50,50,122,139,17,277,152,-125,-55,"4,871",-1.12%
,חיפה,4000,122,"4,735",47,51,-4,37,10,17,9,-8,87,87,109,139,30,256,153,-103,-46,"4,689",-0.97%
,חיפה,4000,131,"3,174",50,14,36,..,..,..,..,-,11,11,68,126,58,173,117,-56,36,"3,210",1.12%
,חיפה,4000,132,"3,216",41,19,22,7,-,..,4,..,13,13,74,79,5,185,127,-58,5,"3,221",0.17%
,חיפה,4000,133,"3,298",40,28,12,..,..,4,11,7,26,26,74,73,..,187,94,-93,-95,"3,203",-2.88%
,חיפה,4000,134,"4,779",68,35,33,..,..,9,-,-9,68,68,105,138,33,287,153,-134,-64,"4,715",-1.35%
,חיפה,4000,135,"4,869",60,45,15,18,11,4,4,-,43,43,120,142,22,294,123,-171,-104,"4,764",-2.14%
,חיפה,4000,214,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,1.96%
,חיפה,4000,222,41,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,9,50,23.14%
,חיפה,4000,232,-,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,..,..,0.00%
,חיפה,4000,311,767,15,10,5,4,..,..,..,..,..,..,51,25,-26,23,14,-9,-30,737,-3.90%
,חיפה,4000,314,"1,402",16,12,4,..,5,4,-,-4,10,10,80,85,5,47,79,32,23,"1,425",1.65%
,חיפה,4000,321,55,..,-,..,-,..,-,-,-,-,-,11,..,-9,15,25,10,4,59,7.54%
,חיפה,4000,324,"1,349",9,9,-,116,..,21,5,-16,41,41,168,66,-102,126,95,-31,-56,"1,293",-4.16%
,חיפה,4000,331,"1,311",17,13,4,..,4,4,-,-4,7,7,47,29,-18,18,24,6,-10,"1,302",-0.74%
,חיפה,4000,332,"2,211",28,24,4,-,..,12,6,-6,5,5,111,37,-74,19,25,6,-56,"2,155",-2.53%
,חיפה,4000,333,"1,229",7,10,..,-,-,9,..,-6,..,..,62,34,-28,8,12,4,..,"1,229",0.05%
,חיפה,4000,334,"3,685",34,40,-6,14,-,16,5,-11,15,15,128,96,-32,53,47,-6,-70,"3,615",-1.90%
,חיפה,4000,411,"3,597",28,70,-42,92,9,28,10,-18,60,60,323,222,-101,143,77,-66,-50,"3,547",-1.39%
,חיפה,4000,412,"3,237",28,44,-16,22,4,22,5,-17,50,50,254,189,-65,83,45,-38,-134,"3,103",-4.14%
,חיפה,4000,413,"3,785",53,30,23,7,6,19,7,-12,28,28,214,134,-80,76,75,..,-73,"3,711",-1.94%
,חיפה,4000,414,"3,515",47,46,..,42,17,29,13,-16,145,145,222,735,513,147,286,139,686,"4,200",19.51%
,חיפה,4000,417,"3,404",45,74,-29,41,..,61,5,-56,90,90,134,189,55,191,168,-23,-26,"3,377",-0.78%
,חיפה,4000,418,"1,409",16,8,8,33,4,22,6,-16,12,12,110,72,-38,81,55,-26,-57,"1,352",-4.02%
,חיפה,4000,421,"1,983",37,18,19,8,-,5,..,-4,21,21,52,78,26,42,37,-5,66,"2,049",3.33%
,חיפה,4000,422,"4,030",40,45,-5,22,11,12,10,..,64,64,222,191,-31,130,67,-63,-56,"3,974",-1.39%
,חיפה,4000,423,"4,706",47,57,-10,20,9,15,4,-11,53,53,277,215,-62,158,77,-81,-119,"4,587",-2.54%
,חיפה,4000,424,"3,531",38,45,-7,47,14,9,-,-9,40,40,139,131,-8,133,81,-52,-19,"3,512",-0.53%
,חיפה,4000,425,"2,638",28,6,22,8,-,16,..,-14,17,17,45,74,29,62,42,-20,16,"2,654",0.60%
,חיפה,4000,426,"3,842",54,61,-7,45,13,18,6,-12,47,47,120,139,19,165,80,-85,-20,"3,823",-0.51%
,חיפה,4000,431,396,-,..,..,111,-,17,-,-17,..,..,85,7,-78,21,16,-5,-7,390,-1.69%
,חיפה,4000,433,"3,795",108,4,104,9,5,10,6,-4,64,64,66,309,243,177,210,33,415,"4,210",10.94%
,חיפה,4000,511,"5,640",56,30,26,6,..,5,4,..,105,105,146,233,87,126,78,-48,46,"5,687",0.82%
,חיפה,4000,512,"3,644",32,20,12,6,..,10,..,-9,20,20,170,145,-25,77,68,-9,-41,"3,603",-1.14%
,חיפה,4000,513,"3,119",30,26,4,..,-,4,5,..,32,32,137,171,34,94,33,-61,-34,"3,085",-1.09%
,חיפה,4000,514,"2,846",16,15,..,4,-,..,..,..,12,12,99,113,14,83,25,-58,-39,"2,807",-1.36%
,חיפה,4000,521,"1,733",9,24,-15,10,..,8,..,-6,23,23,68,79,11,47,11,-36,-17,"1,716",-0.99%
,חיפה,4000,522,"1,847",16,30,-14,11,..,6,5,..,19,19,79,132,53,60,26,-34,5,"1,852",0.28%
,חיפה,4000,523,"1,734",18,17,..,7,..,6,..,-4,26,26,132,102,-30,73,65,-8,-40,"1,694",-2.32%
,חיפה,4000,524,"2,497",32,31,..,8,..,4,5,..,22,22,156,197,41,82,64,-18,20,"2,517",0.80%
,חיפה,4000,525,"3,709",49,33,16,6,..,14,4,-10,61,61,170,198,28,110,75,-35,-15,"3,694",-0.42%
,חיפה,4000,526,"3,710",35,31,4,5,..,8,5,..,35,35,156,149,-7,97,80,-17,11,"3,721",0.30%
,חיפה,4000,527,"2,534",40,12,28,..,..,..,..,-,21,21,35,63,28,24,26,..,57,"2,591",2.25%
,חיפה,4000,528,"3,783",41,28,13,9,..,9,..,-6,31,31,124,169,45,122,42,-80,15,"3,798",0.41%
,חיפה,4000,531,"4,211",33,28,5,11,6,25,8,-17,39,39,119,192,73,92,62,-30,73,"4,284",1.72%
,חיפה,4000,532,"3,939",41,31,10,9,4,7,5,..,38,38,188,122,-66,102,57,-45,-225,"3,714",-5.71%
,חיפה,4000,533,"4,247",43,42,..,5,..,21,5,-16,62,62,204,222,18,88,88,-,..,"4,244",-0.06%
,חיפה,4000,611,"3,119",47,16,31,30,..,6,8,..,14,14,146,67,-79,61,55,-6,-15,"3,105",-0.47%
,חיפה,4000,612,"1,863",24,22,..,-,..,11,..,-8,8,8,102,64,-38,27,42,15,-27,"1,836",-1.45%
,חיפה,4000,613,"2,965",26,22,4,15,..,13,..,-10,22,22,194,113,-81,131,157,26,-53,"2,912",-1.78%
,חיפה,4000,621,"3,724",40,39,..,14,5,32,6,-26,54,54,247,210,-37,145,143,..,-92,"3,633",-2.46%
,חיפה,4000,622,"3,247",73,26,47,13,..,18,10,-8,33,33,252,190,-62,172,122,-50,-56,"3,191",-1.71%
,חיפה,4000,623,"3,685",55,33,22,..,..,..,6,..,27,27,167,90,-77,121,44,-77,-135,"3,550",-3.66%
,חיפה,4000,631,"4,722",79,44,35,45,4,30,4,-26,124,124,335,230,-105,356,202,-154,-219,"4,503",-4.63%
,חיפה,4000,632,"2,673",38,38,-,7,..,7,5,..,61,61,233,149,-84,90,132,42,-77,"2,596",-2.89%
,חיפה,4000,633,"1,544",16,32,-16,14,5,11,..,-8,6,6,77,57,-20,45,64,19,-16,"1,529",-1.01%
,חיפה,4000,634,"1,558",22,32,-10,67,8,20,6,-14,36,36,180,129,-51,95,74,-21,-43,"1,516",-2.74%
,חיפה,4000,641,"3,800",127,46,81,18,4,7,6,..,86,86,199,306,107,135,193,58,257,"4,058",6.78%
,חיפה,4000,642,"4,635",215,21,194,4,5,10,..,-7,55,55,259,152,-107,279,130,-149,-65,"4,570",-1.40%
,חיפה,4000,643,"2,427",85,4,81,4,-,..,-,..,13,13,113,30,-83,66,36,-30,-28,"2,399",-1.13%
,חיפה,4000,644,732,6,4,..,7,-,7,-,-7,..,..,39,31,-8,16,8,-8,-13,720,-1.77%
,חיפה,4000,711,"1,658",23,6,17,..,12,..,..,-,14,14,54,46,-8,30,26,-4,8,"1,667",0.50%
,חיפה,4000,712,"3,965",29,43,-14,21,9,13,..,-12,40,40,202,125,-77,127,94,-33,-103,"3,863",-2.59%
,חיפה,4000,713,"5,177",59,77,-18,30,15,17,4,-13,94,94,322,205,-117,252,194,-58,-119,"5,058",-2.29%
,חיפה,4000,714,"5,053",57,25,32,17,-,5,..,..,46,46,180,221,41,197,88,-109,-16,"5,037",-0.33%
,חיפה,4000,715,826,11,..,10,4,-,..,-,..,..,..,27,22,-5,22,17,-5,10,836,1.24%
,חיפה,4000,721,"4,121",50,32,18,65,4,17,..,-16,47,47,253,195,-58,168,82,-86,-45,"4,077",-1.08%
,חיפה,4000,722,"3,730",70,29,41,88,..,8,..,-7,51,51,281,220,-61,92,88,-4,38,"3,769",1.02%
,חיפה,4000,723,"4,980",70,56,14,25,4,13,5,-8,91,91,231,256,25,214,93,-121,-39,"4,941",-0.78%
,חיפה,4000,731,"2,479",37,43,-6,..,..,..,5,..,33,33,108,114,6,74,27,-47,-40,"2,438",-1.63%
,חיפה,4000,732,"3,994",58,55,..,19,6,8,9,..,55,55,218,184,-34,134,67,-67,-118,"3,877",-2.95%
,חיפה,4000,733,"2,545",42,31,11,9,..,4,..,..,34,34,175,151,-24,98,52,-46,-40,"2,505",-1.58%
,חיפה,4000,811,"3,430",69,26,43,23,..,6,..,-5,36,36,137,141,4,138,98,-40,83,"3,513",2.43%
,חיפה,4000,812,"4,448",38,..,37,11,-,..,..,..,50,50,96,31,-65,144,82,-62,-969,"3,479",-21.79%
,חיפה,4000,813,"2,679",31,10,21,..,..,4,4,-,62,62,126,104,-22,89,36,-53,-38,"2,641",-1.42%
,חיפה,4000,821,"4,689",57,22,35,27,9,29,8,-21,107,107,239,452,213,141,218,77,332,"5,021",7.07%
,חיפה,4000,822,"1,910",24,6,18,6,-,4,6,..,12,12,46,61,15,82,33,-49,-9,"1,901",-0.46%
,חיפה,4000,823,"2,195",10,19,-9,-,-,4,-,-4,21,21,77,99,22,36,19,-17,11,"2,205",0.48%
,חיפה,4000,824,"2,617",20,17,..,-,-,-,4,4,12,12,168,96,-72,63,46,-17,-78,"2,539",-3.00%
,חיפה,4000,911,"3,709",49,46,..,10,6,11,..,-9,54,54,128,181,53,90,54,-36,14,"3,723",0.38%
,חיפה,4000,912,"3,726",55,30,25,13,-,13,4,-9,90,90,152,230,78,89,45,-44,50,"3,776",1.35%
,חיפה,4000,921,"2,544",38,30,8,6,..,15,9,-6,19,19,137,178,41,82,43,-39,15,"2,560",0.61%
,חיפה,4000,922,"3,796",37,36,..,20,4,18,9,-9,39,39,180,167,-13,125,87,-38,-53,"3,743",-1.40%
,חיפה,4000,931,"3,060",35,19,16,..,..,..,5,..,22,22,118,152,34,94,38,-56,-5,"3,055",-0.17%
,חיפה,4000,932,"4,862",40,51,-11,-,..,6,14,8,90,90,157,161,4,128,84,-44,-49,"4,813",-1.00%
,חיפה,4000,933,"3,540",40,25,15,..,..,11,7,-4,28,28,148,145,..,103,89,-14,86,"3,626",2.42%
,חיפה,4000,934,"3,365",26,21,5,10,-,18,4,-14,6,6,125,109,-16,71,28,-43,-65,"3,300",-1.93%
,חיפה,4000,941,"2,132",13,15,..,..,-,7,..,-6,8,8,97,120,23,55,28,-27,-14,"2,118",-0.67%
,חיפה,4000,942,"1,957",8,9,..,..,-,..,6,..,17,17,58,50,-8,43,20,-23,-34,"1,923",-1.76%
,חיפה,4000,943,"3,669",31,38,-7,..,-,9,5,-4,34,34,60,124,64,97,39,-58,-16,"3,653",-0.45%
,חיפה,4000,944,"4,915",43,27,16,..,..,7,6,..,61,61,116,182,66,130,76,-54,43,"4,958",0.87%
,חיפה,4000,945,626,-,-,-,-,..,-,..,..,..,..,4,..,..,4,9,5,32,659,5.16%
,תל אביב -יפו,5000,0,-,-,..,..,9,-,-,-,-,-,-,10,-,-10,-,-,-,-,-,0.00%
,תל אביב -יפו,5000,113,"12,198",178,32,146,38,9,41,22,-19,304,304,334,501,167,409,271,-138,129,"12,327",1.06%
,תל אביב -יפו,5000,114,"6,846",106,47,59,16,..,14,14,-,141,141,211,460,249,206,186,-20,295,"7,140",4.30%
,תל אביב -יפו,5000,115,"5,622",74,24,50,12,-,15,16,..,96,96,180,222,42,105,95,-10,73,"5,694",1.29%
,תל אביב -יפו,5000,117,"6,114",86,35,51,29,4,18,8,-10,177,177,186,255,69,175,155,-20,77,"6,191",1.25%
,תל אביב -יפו,5000,121,"3,795",42,23,19,6,..,7,5,..,50,50,133,135,..,108,60,-48,-27,"3,768",-0.72%
,תל אביב -יפו,5000,122,"3,699",36,33,..,..,..,11,7,-4,53,53,188,142,-46,71,44,-27,-36,"3,662",-0.99%
,תל אביב -יפו,5000,123,"4,867",71,26,45,..,..,8,12,4,73,73,229,230,..,127,76,-51,-33,"4,834",-0.68%
,תל אביב -יפו,5000,124,"4,664",39,58,-19,9,-,24,21,..,50,50,152,198,46,73,47,-26,-34,"4,629",-0.74%
,תל אביב -יפו,5000,125,"4,836",64,39,25,10,-,12,6,-6,94,94,243,193,-50,177,117,-60,-78,"4,758",-1.61%
,תל אביב -יפו,5000,131,"2,560",35,22,13,7,-,8,5,..,10,10,131,97,-34,88,53,-35,-59,"2,501",-2.31%
,תל אביב -יפו,5000,132,"3,194",65,23,42,5,-,13,9,-4,35,35,216,158,-58,175,124,-51,-55,"3,139",-1.72%
,תל אביב -יפו,5000,133,"4,933",81,68,13,..,..,17,7,-10,112,112,229,352,123,212,251,39,171,"5,104",3.46%
,תל אביב -יפו,5000,134,"5,342",46,33,13,75,..,21,28,7,80,80,206,183,-23,204,207,..,329,"5,672",6.17%
,תל אביב -יפו,5000,211,"5,942",54,19,35,7,..,18,..,-15,106,106,159,166,7,182,101,-81,-81,"5,861",-1.37%
,תל אביב -יפו,5000,212,"5,601",87,30,57,6,-,5,7,..,92,92,224,230,6,113,87,-26,47,"5,648",0.84%
,תל אביב -יפו,5000,213,"3,346",41,20,21,8,..,5,6,..,36,36,121,167,46,64,54,-10,62,"3,408",1.84%
,תל אביב -יפו,5000,214,"3,056",30,40,-10,..,..,..,..,..,23,23,162,127,-35,101,67,-34,-85,"2,971",-2.77%
,תל אביב -יפו,5000,215,"5,200",64,30,34,..,..,7,8,..,61,61,171,230,59,209,136,-73,130,"5,330",2.51%
,תל אביב -יפו,5000,216,"2,647",34,21,13,-,-,10,..,-9,54,54,102,122,20,87,78,-9,4,"2,650",0.14%
,תל אביב -יפו,5000,222,"3,984",61,15,46,4,-,4,7,..,92,92,91,172,81,114,84,-30,100,"4,083",2.50%
,תל אביב -יפו,5000,223,"5,301",54,38,16,-,..,5,8,..,77,77,201,174,-27,103,97,-6,-5,"5,296",-0.09%
,תל אביב -יפו,5000,224,"2,135",9,11,..,-,-,..,..,-,24,24,81,89,8,28,23,-5,..,"2,133",-0.09%
,תל אביב -יפו,5000,225,"3,751",58,24,34,..,..,4,..,..,52,52,139,330,191,164,175,11,246,"3,998",6.57%
,תל אביב -יפו,5000,226,"5,085",108,38,70,..,..,6,4,..,91,91,171,212,41,309,201,-108,23,"5,109",0.46%
,תל אביב -יפו,5000,231,"4,226",32,24,8,..,-,..,..,-,41,41,178,98,-80,78,57,-21,-108,"4,118",-2.56%
,תל אביב -יפו,5000,232,"2,683",20,11,9,..,..,-,4,4,15,15,102,113,11,58,41,-17,12,"2,695",0.45%
,תל אביב -יפו,5000,233,"3,936",52,32,20,8,..,8,10,..,67,67,141,186,45,126,70,-56,4,"3,940",0.09%
,תל אביב -יפו,5000,234,245,-,13,-13,-,-,-,-,-,-,-,..,7,4,..,5,4,-,245,0.04%
,תל אביב -יפו,5000,312,"2,465",51,20,31,37,..,22,16,-6,23,23,261,204,-57,169,213,44,-10,"2,455",-0.39%
,תל אביב -יפו,5000,313,"2,136",58,13,45,14,..,15,4,-11,22,22,228,186,-42,139,154,15,-14,"2,122",-0.67%
,תל אביב -יפו,5000,314,"4,386",139,38,101,29,..,12,9,..,56,56,467,399,-68,278,306,28,53,"4,439",1.21%
,תל אביב -יפו,5000,315,"3,935",116,30,86,21,..,11,8,..,62,62,512,411,-101,302,318,16,-22,"3,913",-0.56%
,תל אביב -יפו,5000,316,"1,865",46,9,37,12,..,13,4,-9,9,9,161,142,-19,114,103,-11,-6,"1,859",-0.31%
,תל אביב -יפו,5000,317,"2,183",30,15,15,25,-,41,..,-38,4,4,210,178,-32,94,156,62,-7,"2,175",-0.34%
,תל אביב -יפו,5000,321,"1,758",24,17,7,29,..,22,5,-17,21,21,158,173,15,72,128,56,66,"1,823",3.74%
,תל אביב -יפו,5000,322,"1,736",37,12,25,..,..,9,..,-7,5,5,149,118,-31,75,74,..,-38,"1,698",-2.17%
,תל אביב -יפו,5000,323,"4,207",106,22,84,11,4,10,8,..,25,25,434,384,-50,262,265,..,17,"4,224",0.40%
,תל אביב -יפו,5000,324,"2,303",58,14,44,15,..,7,6,..,25,25,273,193,-80,145,186,41,-15,"2,287",-0.66%
,תל אביב -יפו,5000,325,"3,785",74,21,53,35,..,20,26,6,29,29,335,283,-52,186,243,57,39,"3,824",1.02%
,תל אביב -יפו,5000,326,"2,789",61,23,38,49,..,17,9,-8,24,24,277,220,-57,145,201,56,31,"2,820",1.11%
,תל אביב -יפו,5000,333,"1,549",25,12,13,44,..,22,6,-16,9,9,200,134,-66,93,133,40,-33,"1,517",-2.11%
,תל אביב -יפו,5000,334,"2,310",33,16,17,36,..,29,..,-26,13,13,225,158,-67,112,192,80,-11,"2,299",-0.48%
,תל אביב -יפו,5000,335,"1,675",27,12,15,49,5,24,9,-15,12,12,159,150,-9,93,126,33,..,"1,672",-0.19%
,תל אביב -יפו,5000,336,"2,143",45,16,29,41,..,35,4,-31,22,22,227,135,-92,124,179,55,-44,"2,099",-2.06%
,תל אביב -יפו,5000,337,"1,858",43,14,29,21,..,13,4,-9,16,16,207,169,-38,94,160,66,52,"1,910",2.80%
,תל אביב -יפו,5000,338,"1,959",31,13,18,42,..,20,7,-13,8,8,158,152,-6,82,107,25,..,"1,957",-0.09%
,תל אביב -יפו,5000,341,"2,188",48,10,38,15,-,22,..,-20,18,18,333,243,-90,143,209,66,-32,"2,156",-1.47%
,תל אביב -יפו,5000,342,"2,180",36,12,24,12,-,9,8,..,4,4,248,168,-80,105,164,59,6,"2,187",0.29%
,תל אביב -יפו,5000,343,"2,257",42,14,28,28,4,6,..,-4,21,21,320,203,-117,103,189,86,-10,"2,248",-0.42%
,תל אביב -יפו,5000,344,"2,046",35,11,24,10,4,8,-,-8,16,16,194,160,-34,128,134,6,-9,"2,037",-0.44%
,תל אביב -יפו,5000,345,"2,261",35,14,21,5,..,8,4,-4,25,25,198,169,-29,80,151,71,30,"2,291",1.32%
,תל אביב -יפו,5000,346,"2,621",50,12,38,12,..,12,10,..,7,7,264,183,-81,130,155,25,-38,"2,583",-1.43%
,תל אביב -יפו,5000,347,"2,961",50,28,22,11,4,18,4,-14,25,25,312,251,-61,155,249,94,61,"3,022",2.07%
,תל אביב -יפו,5000,348,"1,271",34,12,22,11,-,..,5,4,..,..,182,148,-34,90,118,28,11,"1,283",0.90%
,תל אביב -יפו,5000,349,"1,718",45,17,28,..,..,5,..,-4,17,17,201,151,-50,109,119,10,-30,"1,687",-1.76%
,תל אביב -יפו,5000,411,"5,199",127,61,66,7,..,7,12,5,108,108,247,255,8,275,119,-156,-73,"5,126",-1.40%
,תל אביב -יפו,5000,412,"4,873",78,44,34,4,..,4,13,9,70,70,222,238,16,145,104,-41,11,"4,884",0.23%
,תל אביב -יפו,5000,413,"3,829",97,39,58,10,..,9,..,-6,51,51,309,294,-15,224,187,-37,9,"3,838",0.24%
,תל אביב -יפו,5000,414,"3,085",76,16,60,9,5,6,4,..,22,22,309,247,-62,183,174,-9,..,"3,083",-0.07%
,תל אביב -יפו,5000,415,"3,981",90,25,65,14,..,8,7,..,70,70,373,395,22,241,236,-5,88,"4,069",2.21%
,תל אביב -יפו,5000,421,"2,745",72,29,43,8,..,9,..,-6,22,22,325,251,-74,198,168,-30,-68,"2,677",-2.49%
,תל אביב -יפו,5000,422,"3,461",67,38,29,4,..,10,9,..,25,25,162,237,75,155,81,-74,12,"3,473",0.34%
,תל אביב -יפו,5000,423,"3,299",45,30,15,11,..,12,19,7,39,39,162,169,7,91,80,-11,-22,"3,277",-0.66%
,תל אביב -יפו,5000,424,"3,118",79,44,35,12,..,10,8,..,44,44,307,236,-71,200,200,-,-38,"3,080",-1.23%
,תל אביב -יפו,5000,427,"2,395",57,16,41,4,..,5,5,-,22,22,202,180,-22,131,133,..,-,"2,395",-0.01%
,תל אביב -יפו,5000,431,"2,920",76,26,50,25,..,17,4,-13,44,44,473,245,-228,197,274,77,-143,"2,776",-4.91%
,תל אביב -יפו,5000,432,"4,102",90,40,50,15,..,20,5,-15,77,77,288,270,-18,189,156,-33,-26,"4,075",-0.64%
,תל אביב -יפו,5000,433,"3,143",53,24,29,13,5,18,4,-14,26,26,267,290,23,156,196,40,84,"3,227",2.67%
,תל אביב -יפו,5000,434,87,..,6,-5,-,-,..,-,..,-,-,..,9,8,..,..,-,5,93,5.96%
,תל אביב -יפו,5000,435,"1,230",18,23,-5,35,-,13,..,-10,10,10,40,41,..,67,33,-34,18,"1,249",1.49%
,תל אביב -יפו,5000,436,"2,053",39,11,28,6,..,..,..,..,15,15,140,118,-22,120,155,35,..,"2,056",0.16%
,תל אביב -יפו,5000,437,"2,543",36,11,25,15,..,18,9,-9,58,58,91,134,43,82,106,24,55,"2,599",2.18%
