מחוז,סמל יישוב,שם יישוב,אזור סטטיסטי,סך הכל אוכלוסייה באזור הסטטיסטי,מזה: חרדים מספרים מוחלטים,מזה: חרדים אחוזים
המרכז,379,גאולים,0,969,..,..
המרכז,681,גבעת שמואל,1,"3,539",..,..
המרכז,681,גבעת שמואל,2,"4,956",64,1.3
המרכז,681,גבעת שמואל,3,"4,122",..,..
המרכז,681,גבעת שמואל,4,"11,663",..,..
המרכז,681,גבעת שמואל,5,"2,969",..,..
המרכז,2550,גדרה,1,"3,074",231,7.5
המרכז,2550,גדרה,2,"5,966",..,..
המרכז,2550,גדרה,3,"4,447",83,1.9
המרכז,2550,גדרה,4,"15,409",..,..
המרכז,196,גיבתון,0,386,..,..
המרכז,166,גן יבנה,2,"11,155",..,..
המרכז,166,גן יבנה,3,"6,902",154,2.2
המרכז,229,גני תקווה,1,"13,438","1,174",8.7
המרכז,229,גני תקווה,3,"5,126",..,..
המרכז,9700,הוד השרון,11,"3,845",66,1.7
המרכז,9700,הוד השרון,14,"3,640",..,..
המרכז,9700,הוד השרון,15,"3,003",..,..
המרכז,9700,הוד השרון,24,"4,998",..,..
המרכז,9700,הוד השרון,31,"4,856",..,..
המרכז,9700,הוד השרון,32,"3,495",..,..
המרכז,9700,הוד השרון,33,"2,119",..,..
המרכז,788,זיתן,0,"1,039",78,7.5
המרכז,235,חבצלת השרון,0,487,..,..
המרכז,801,"חמ""ד",0,"1,317",339,25.8
המרכז,422,חרב לאת,0,930,..,..
המרכז,2660,יבנה,1,610,..,..
המרכז,2660,יבנה,4,"4,780",223,4.7
המרכז,2660,יבנה,5,"4,334",71,1.6
המרכז,2660,יבנה,6,"4,949",545,11.0
המרכז,2660,יבנה,7,"4,421",536,12.1
המרכז,2660,יבנה,8,"6,640",..,..
המרכז,2660,יבנה,9,"17,529",..,..
המרכז,577,יד בנימין,0,"4,253","1,082",25.4
המרכז,9400,יהוד-מונוסון,1,"3,470",..,..
המרכז,9400,יהוד-מונוסון,3,"2,506",..,..
המרכז,9400,יהוד-מונוסון,4,"8,271",..,..
המרכז,9400,יהוד-מונוסון,5,"3,380",..,..
המרכז,753,ינוב,0,930,..,..
המרכז,440,יסודות,0,992,936,94.3
המרכז,217,"כפר הרא""ה",0,"1,475",..,..
המרכז,696,"כפר חב""ד",0,"6,733","6,504",96.6
המרכז,168,כפר יונה,1,"10,076",129,1.3
המרכז,168,כפר יונה,2,"7,092",..,..
המרכז,168,כפר יונה,3,"9,014",..,..
המרכז,6900,כפר סבא,15,"4,418",..,..
המרכז,6900,כפר סבא,22,"13,066",..,..
המרכז,6900,כפר סבא,31,"2,728",..,..
המרכז,6900,כפר סבא,37,"3,228",..,..
המרכז,6900,כפר סבא,42,"2,367",..,..
המרכז,6900,כפר סבא,43,"2,707",..,..
המרכז,6900,כפר סבא,44,"4,899",..,..
המרכז,6900,כפר סבא,53,"3,218",..,..
המרכז,6900,כפר סבא,56,"3,467",..,..
המרכז,875,כפר עבודה,0,225,..,..
המרכז,1094,כרם יבנה (ישיבה),0,529,..,..
המרכז,7000,לוד,13,"7,298",..,..
המרכז,7000,לוד,14,"4,067",..,..
המרכז,7000,לוד,21,"4,235",124,2.9
המרכז,7000,לוד,22,"3,617",106,2.9
המרכז,7000,לוד,23,"8,900","3,252",36.5
המרכז,7000,לוד,24,"3,163",..,..
המרכז,7000,לוד,32,"4,999",270,5.4
המרכז,7000,לוד,41,"2,909",164,5.6
המרכז,7000,לוד,42,"7,314","2,547",34.8
המרכז,7000,לוד,51,"3,396",116,3.4
המרכז,1318,מבואות ים,0,369,..,..
המרכז,897,מדרשת רופין,0,226,..,..
המרכז,1200,מודיעין-מכבים-רעות*,12,"4,558",..,..
המרכז,1200,מודיעין-מכבים-רעות*,16,"3,431",..,..
המרכז,1200,מודיעין-מכבים-רעות*,17,"4,248",..,..
המרכז,1200,מודיעין-מכבים-רעות*,33,"5,896",..,..
המרכז,28,מזכרת בתיה,0,"15,093",..,..
המרכז,194,משמר השרון,0,622,..,..
המרכז,1333,נוף איילון,0,"2,080",..,..
המרכז,447,נורדייה,0,"2,233",..,..
המרכז,449,נחלים,0,"1,848",62,3.4
המרכז,720,ניר גלים,0,"1,408",..,..
המרכז,7200,נס ציונה,1,"4,172",129,3.1
המרכז,7200,נס ציונה,2,"6,442",..,..
המרכז,7200,נס ציונה,4,"4,443",..,..
המרכז,7200,נס ציונה,5,"3,773",..,..
המרכז,7200,נס ציונה,8,"7,067",60,0.8
המרכז,186,נעורים,0,413,..,..
המרכז,7400,נתניה,112,"3,009",..,..
המרכז,7400,נתניה,113,"4,807",..,..
המרכז,7400,נתניה,114,"9,150",283,3.1
המרכז,7400,נתניה,115,"23,691",87,0.4
המרכז,7400,נתניה,211,"3,868",..,..
המרכז,7400,נתניה,212,"3,380",362,10.7
המרכז,7400,נתניה,213,"3,868",431,11.1
המרכז,7400,נתניה,221,"4,778","1,218",25.5
המרכז,7400,נתניה,222,"2,380",255,10.7
המרכז,7400,נתניה,223,"4,064","3,238",79.7
המרכז,7400,נתניה,231,"5,028",515,10.2
המרכז,7400,נתניה,232,"3,441",..,..
המרכז,7400,נתניה,241,"4,732",126,2.7
המרכז,7400,נתניה,242,"3,160",92,2.9
המרכז,7400,נתניה,311,"2,774",..,..
המרכז,7400,נתניה,313,"2,725",..,..
המרכז,7400,נתניה,321,"3,281",..,..
המרכז,7400,נתניה,322,"6,465",53,0.8
המרכז,7400,נתניה,323,"3,406",..,..
המרכז,7400,נתניה,324,"2,014",..,..
המרכז,7400,נתניה,331,"2,464",..,..
המרכז,7400,נתניה,332,"2,264",711,31.4
המרכז,7400,נתניה,333,"3,444",931,27.0
המרכז,7400,נתניה,334,"2,955",80,2.7
המרכז,7400,נתניה,341,"4,384",..,..
המרכז,7400,נתניה,342,"2,785",84,3.0
המרכז,7400,נתניה,343,"2,718",542,19.9
המרכז,7400,נתניה,351,"6,181","1,879",30.4
המרכז,7400,נתניה,352,"10,892","2,424",22.3
המרכז,7400,נתניה,353,"1,003",215,21.4
המרכז,7400,נתניה,354,"2,596",58,2.2
המרכז,7400,נתניה,355,"2,112",136,6.5
המרכז,7400,נתניה,411,"1,816",86,4.7
המרכז,7400,נתניה,414,"5,258",109,2.1
המרכז,7400,נתניה,421,"3,683",..,..
המרכז,7400,נתניה,431,"4,897",480,9.8
המרכז,7400,נתניה,432,"1,855",185,10.0
המרכז,7400,נתניה,511,"3,475",326,9.4
המרכז,7400,נתניה,512,"1,609",126,7.8
המרכז,7400,נתניה,521,"4,335",..,..
המרכז,7400,נתניה,532,"4,000",..,..
המרכז,7400,נתניה,534,"2,650",..,..
המרכז,2035,עדנים,0,517,..,..
המרכז,837,עזריאל,0,866,..,..
המרכז,157,עין ורד,0,"1,545",..,..
המרכז,7900,פתח תקווה,111,"1,980",..,..
המרכז,7900,פתח תקווה,112,"4,647",54,1.2
המרכז,7900,פתח תקווה,114,"3,812",107,2.8
המרכז,7900,פתח תקווה,115,"15,207",..,..
המרכז,7900,פתח תקווה,121,"20,295",..,..
המרכז,7900,פתח תקווה,127,"2,296",..,..
המרכז,7900,פתח תקווה,131,"5,531",..,..
המרכז,7900,פתח תקווה,132,713,..,..
המרכז,7900,פתח תקווה,134,"1,786",..,..
המרכז,7900,פתח תקווה,141,"1,622",767,47.3
המרכז,7900,פתח תקווה,142,"1,452",377,26.0
המרכז,7900,פתח תקווה,143,"2,719",69,2.5
המרכז,7900,פתח תקווה,144,"2,158",..,..
המרכז,7900,פתח תקווה,145,"3,229",682,21.1
המרכז,7900,פתח תקווה,211,"13,287",..,..
המרכז,7900,פתח תקווה,212,"8,174",115,1.4
המרכז,7900,פתח תקווה,213,"1,347",..,..
המרכז,7900,פתח תקווה,221,"3,134",151,4.8
המרכז,7900,פתח תקווה,222,"3,553",..,..
המרכז,7900,פתח תקווה,223,"3,688",397,10.8
המרכז,7900,פתח תקווה,224,"3,149",776,24.7
המרכז,7900,פתח תקווה,231,"6,526","1,551",23.8
המרכז,7900,פתח תקווה,232,"3,225",164,5.1
המרכז,7900,פתח תקווה,233,"3,074",..,..
המרכז,7900,פתח תקווה,234,"3,198",376,11.8
המרכז,7900,פתח תקווה,235,"2,745",649,23.6
המרכז,7900,פתח תקווה,236,"3,915","1,710",43.7
המרכז,7900,פתח תקווה,311,"4,549",446,9.8
המרכז,7900,פתח תקווה,312,"4,968",..,..
המרכז,7900,פתח תקווה,313,"3,510",..,..
המרכז,7900,פתח תקווה,322,"2,379",120,5.1
המרכז,7900,פתח תקווה,324,"3,215",..,..
המרכז,7900,פתח תקווה,411,"1,646",..,..
המרכז,7900,פתח תקווה,412,"2,445",76,3.1
המרכז,7900,פתח תקווה,413,"2,020",95,4.7
המרכז,7900,פתח תקווה,414,"3,611",..,..
המרכז,7900,פתח תקווה,415,"2,569",..,..
המרכז,7900,פתח תקווה,421,"3,296",191,5.8
המרכז,7900,פתח תקווה,422,"2,826",..,..
המרכז,7900,פתח תקווה,423,"5,748",280,4.9
המרכז,7900,פתח תקווה,424,"4,264",..,..
המרכז,7900,פתח תקווה,432,"2,916",437,15.0
המרכז,7900,פתח תקווה,433,"4,060",127,3.1
המרכז,7900,פתח תקווה,434,"1,430",381,26.7
המרכז,7900,פתח תקווה,511,"2,137",552,25.8
המרכז,7900,פתח תקווה,512,"3,431","1,444",42.1
המרכז,7900,פתח תקווה,513,"3,450",..,..
המרכז,7900,פתח תקווה,514,766,56,7.2
המרכז,7900,פתח תקווה,515,"1,704",..,..
המרכז,7900,פתח תקווה,521,"5,606",165,2.9
המרכז,7900,פתח תקווה,522,"6,854","1,705",24.9
המרכז,7900,פתח תקווה,523,"9,074","6,313",69.6
המרכז,7900,פתח תקווה,524,"5,162","1,115",21.6
המרכז,276,צור משה,0,"3,312",..,..
המרכז,195,קדימה-צורן,3,"4,193",..,..
המרכז,195,קדימה-צורן,4,"5,911",139,2.3
המרכז,195,קדימה-צורן,5,"3,029",71,2.4
המרכז,469,קריית עקרון,2,"4,661",..,..
המרכז,469,קריית עקרון,3,"3,563",179,5.0
המרכז,469,קריית עקרון,4,"2,853",141,4.9
המרכז,412,קריית שלמה,0,233,..,..
המרכז,2640,ראש העין,2,"9,267","1,441",15.5
המרכז,2640,ראש העין,3,"4,305",784,18.2
המרכז,2640,ראש העין,4,"5,136",760,14.8
המרכז,2640,ראש העין,5,"4,319",135,3.1
המרכז,2640,ראש העין,6,"3,583",311,8.7
המרכז,2640,ראש העין,7,"4,528",396,8.7
המרכז,2640,ראש העין,8,"21,058",..,..
המרכז,2640,ראש העין,13,"7,725",..,..
המרכז,8300,ראשון לציון,115,"4,620",..,..
המרכז,8300,ראשון לציון,116,"4,276",233,5.5
המרכז,8300,ראשון לציון,117,"4,261",..,..
המרכז,8300,ראשון לציון,121,"4,009",..,..
המרכז,8300,ראשון לציון,123,"2,901",63,2.2
המרכז,8300,ראשון לציון,125,"6,251",..,..
המרכז,8300,ראשון לציון,126,"9,085",196,2.2
המרכז,8300,ראשון לציון,212,"8,313",..,..
המרכז,8300,ראשון לציון,213,"5,204",..,..
המרכז,8300,ראשון לציון,214,"5,259",..,..
המרכז,8300,ראשון לציון,215,"4,821",..,..
המרכז,8300,ראשון לציון,221,"5,145",..,..
המרכז,8300,ראשון לציון,223,"6,229",..,..
המרכז,8300,ראשון לציון,224,"2,617",..,..
המרכז,8300,ראשון לציון,225,"3,329",..,..
המרכז,8300,ראשון לציון,311,"11,575",739,6.4
המרכז,8300,ראשון לציון,312,"3,642",308,8.5
המרכז,8300,ראשון לציון,422,"3,780",..,..
המרכז,8300,ראשון לציון,425,"3,129",..,..
המרכז,8300,ראשון לציון,511,"5,072",..,..
המרכז,8300,ראשון לציון,512,"3,666",..,..
המרכז,8300,ראשון לציון,513,"2,800",99,3.5
המרכז,8300,ראשון לציון,521,"4,736",..,..
המרכז,8300,ראשון לציון,522,"4,716",..,..
המרכז,8300,ראשון לציון,531,"4,939",..,..
המרכז,8300,ראשון לציון,533,"4,547",..,..
המרכז,8300,ראשון לציון,611,"2,811",..,..
המרכז,8300,ראשון לציון,614,"5,800",..,..
המרכז,8300,ראשון לציון,615,"5,164",..,..
המרכז,8300,ראשון לציון,617,"5,615",..,..
המרכז,8300,ראשון לציון,623,"2,724",..,..
המרכז,8300,ראשון לציון,624,"6,482",..,..
המרכז,8400,רחובות,113,505,..,..
המרכז,8400,רחובות,115,"4,031",..,..
המרכז,8400,רחובות,117,"5,549","2,680",48.3
המרכז,8400,רחובות,121,"4,412","1,770",40.1
המרכז,8400,רחובות,124,"3,793","1,195",31.5
המרכז,8400,רחובות,211,"4,068","1,392",34.2
המרכז,8400,רחובות,212,"2,428",949,39.1
המרכז,8400,רחובות,213,"4,589",188,4.1
המרכז,8400,רחובות,222,"7,084",585,8.3
המרכז,8400,רחובות,231,"3,640",395,10.9
המרכז,8400,רחובות,232,"5,506","2,867",52.1
המרכז,8400,רחובות,313,"3,273",..,..
המרכז,8400,רחובות,321,"5,869",132,2.2
המרכז,8400,רחובות,322,"5,081",86,1.7
המרכז,8400,רחובות,412,"2,423",..,..
המרכז,8400,רחובות,425,"5,360",..,..
המרכז,8400,רחובות,431,"8,940",60,0.7
המרכז,8400,רחובות,432,"5,404",52,1.0
המרכז,8500,רמלה,11,"3,313",115,3.5
המרכז,8500,רמלה,14,"4,314",196,4.5
המרכז,8500,רמלה,17,"4,139",79,1.9
המרכז,8500,רמלה,22,"3,773",276,7.3
המרכז,8500,רמלה,23,"2,156",65,3.0
המרכז,8500,רמלה,31,"4,562",209,4.6
המרכז,8500,רמלה,32,"3,294",..,..
המרכז,8500,רמלה,34,"2,880",65,2.3
המרכז,8500,רמלה,35,"3,231",..,..
המרכז,8500,רמלה,42,"5,080",77,1.5
המרכז,8500,רמלה,43,"4,267",51,1.2
המרכז,8500,רמלה,44,"3,031",..,..
המרכז,8700,רעננה,12,"2,658",..,..
המרכז,8700,רעננה,14,"2,668",..,..
המרכז,8700,רעננה,18,"2,604",..,..
המרכז,8700,רעננה,19,"2,414",..,..
המרכז,8700,רעננה,22,"3,491",293,8.4
המרכז,8700,רעננה,23,"2,813",233,8.3
המרכז,8700,רעננה,26,"8,042",69,0.9
המרכז,8700,רעננה,27,"4,212",..,..
המרכז,8700,רעננה,28,"2,978",..,..
המרכז,8700,רעננה,33,"3,755",..,..
המרכז,8700,רעננה,34,"3,690",..,..
המרכז,856,שעלבים,0,"1,910",..,..
המרכז,154,תל מונד,0,"13,492",..,..
תל אביב,2400,אור יהודה,2,"2,483",258,10.4
תל אביב,2400,אור יהודה,3,"2,380",..,..
תל אביב,2400,אור יהודה,4,"3,489",455,13.0
תל אביב,2400,אור יהודה,5,"2,088",78,3.7
תל אביב,2400,אור יהודה,7,"3,277",70,2.1
תל אביב,2400,אור יהודה,8,"1,778",311,17.5
תל אביב,2400,אור יהודה,9,"7,186",68,0.9
תל אביב,2400,אור יהודה,10,"3,284",..,..
תל אביב,2400,אור יהודה,12,"4,377",..,..
תל אביב,565,אזור,1,"4,350",..,..
תל אביב,565,אזור,2,"3,942",175,4.4
תל אביב,565,אזור,3,"5,040",..,..
תל אביב,6100,בני ברק,112,"2,597","2,284",87.9
תל אביב,6100,בני ברק,113,"3,685","2,998",81.3
תל אביב,6100,בני ברק,114,"4,500","3,955",87.9
תל אביב,6100,בני ברק,115,"6,795","5,916",87.1
תל אביב,6100,בני ברק,116,78,56,71.9
תל אביב,6100,בני ברק,121,"3,831","1,911",49.9
תל אביב,6100,בני ברק,122,"5,857","4,038",68.9
תל אביב,6100,בני ברק,123,"9,872","7,195",72.9
תל אביב,6100,בני ברק,211,"6,842","6,305",92.2
תל אביב,6100,בני ברק,212,"5,110","4,909",96.1
תל אביב,6100,בני ברק,213,"5,161","5,157",99.9
תל אביב,6100,בני ברק,214,"4,167","4,146",99.5
תל אביב,6100,בני ברק,221,"4,305","4,281",99.4
תל אביב,6100,בני ברק,222,"7,823","7,474",95.5
תל אביב,6100,בני ברק,223,"9,936","9,584",96.5
תל אביב,6100,בני ברק,231,"3,525","2,639",74.9
תל אביב,6100,בני ברק,232,"7,895","6,808",86.2
תל אביב,6100,בני ברק,233,"8,371","7,951",95.0
תל אביב,6100,בני ברק,311,"7,049","6,932",98.3
תל אביב,6100,בני ברק,312,"4,997","4,967",99.4
תל אביב,6100,בני ברק,313,"4,926","4,861",98.7
תל אביב,6100,בני ברק,314,"5,733","5,273",92.0
תל אביב,6100,בני ברק,315,"10,756","9,981",92.8
תל אביב,6100,בני ברק,321,"5,525","5,472",99.1
תל אביב,6100,בני ברק,322,"7,152","7,100",99.3
תל אביב,6100,בני ברק,323,"7,014","6,970",99.4
תל אביב,6100,בני ברק,411,"10,241","9,592",93.7
תל אביב,6100,בני ברק,412,"2,136","2,111",98.8
תל אביב,6100,בני ברק,413,"5,001","4,959",99.2
תל אביב,6100,בני ברק,414,"2,968","2,959",99.7
תל אביב,6100,בני ברק,415,"3,955","3,915",99.0
תל אביב,6100,בני ברק,421,"2,190","1,514",69.1
תל אביב,6100,בני ברק,422,"3,693","3,687",99.8
תל אביב,6100,בני ברק,423,"4,496","4,485",99.8
תל אביב,6100,בני ברק,424,"4,896","4,784",97.7
תל אביב,6100,בני ברק,425,"4,784","4,615",96.5
תל אביב,6100,בני ברק,426,"6,747","6,161",91.3
תל אביב,6100,בני ברק,427,"4,183","4,044",96.7
תל אביב,6200,בת ים,113,"4,523",..,..
תל אביב,6200,בת ים,212,"4,159",..,..
תל אביב,6200,בת ים,213,"2,839",..,..
תל אביב,6200,בת ים,214,"2,868",..,..
תל אביב,6200,בת ים,215,"4,293",..,..
תל אביב,6200,בת ים,217,"4,139",..,..
תל אביב,6200,בת ים,222,"3,993",..,..
תל אביב,6200,בת ים,223,"2,228",..,..
תל אביב,6200,בת ים,225,"2,038",..,..
תל אביב,6200,בת ים,227,"1,871",..,..
תל אביב,6200,בת ים,313,"3,219",..,..
תל אביב,6200,בת ים,314,"3,660",..,..
תל אביב,6200,בת ים,315,"3,615",..,..
תל אביב,6200,בת ים,316,"2,332",..,..
תל אביב,6200,בת ים,322,"5,056",51,1.0
תל אביב,6200,בת ים,411,"3,498",111,3.2
תל אביב,6200,בת ים,412,"4,412",717,16.3
תל אביב,6200,בת ים,413,"3,936",177,4.5
תל אביב,6200,בת ים,421,"4,566",..,..
תל אביב,6200,בת ים,512,"3,068",..,..
תל אביב,6200,בת ים,513,"2,821",224,7.9
תל אביב,6200,בת ים,514,"3,170",150,4.7
תל אביב,6200,בת ים,522,"5,081","1,313",25.8
תל אביב,6300,גבעתיים,21,"4,696",..,..
תל אביב,6300,גבעתיים,43,"3,713",..,..
תל אביב,6300,גבעתיים,44,"3,386",..,..
תל אביב,6400,הרצלייה,11,"3,249",144,4.4
תל אביב,6400,הרצלייה,12,"4,700",78,1.7
תל אביב,6400,הרצלייה,13,"4,453",50,1.1
תל אביב,6400,הרצלייה,21,"4,813",..,..
תל אביב,6400,הרצלייה,31,"1,863",..,..
תל אביב,6400,הרצלייה,35,"3,994",..,..
תל אביב,6400,הרצלייה,41,"3,145",..,..
תל אביב,6400,הרצלייה,51,"3,292",..,..
תל אביב,6400,הרצלייה,57,"3,102",..,..
תל אביב,6400,הרצלייה,63,"4,001",..,..
תל אביב,6400,הרצלייה,65,"3,622",..,..
תל אביב,6400,הרצלייה,66,"4,744",..,..
תל אביב,6600,חולון,211,"4,095",105,2.6
תל אביב,6600,חולון,212,"3,827",201,5.2
תל אביב,6600,חולון,213,"4,435",..,..
תל אביב,6600,חולון,214,"4,276",..,..
תל אביב,6600,חולון,215,"2,440",126,5.2
תל אביב,6600,חולון,216,"3,158",58,1.8
תל אביב,6600,חולון,223,"2,861",194,6.8
תל אביב,6600,חולון,224,"2,130",62,2.9
תל אביב,6600,חולון,225,"4,556",464,10.2
תל אביב,6600,חולון,312,"2,484",..,..
תל אביב,6600,חולון,313,"3,562",..,..
תל אביב,6600,חולון,314,"3,005",87,2.9
תל אביב,6600,חולון,321,"3,962",..,..
תל אביב,6600,חולון,324,"3,489",..,..
תל אביב,6600,חולון,334,"2,092",..,..
תל אביב,6600,חולון,411,"5,339",..,..
תל אביב,6600,חולון,415,"4,690",..,..
תל אביב,6600,חולון,427,"4,079",..,..
תל אביב,6600,חולון,512,"4,133",115,2.8
תל אביב,6600,חולון,514,"4,024",90,2.2
תל אביב,6600,חולון,521,"4,506",..,..
תל אביב,6600,חולון,523,"4,254",291,6.8
תל אביב,6600,חולון,611,"4,081",184,4.5
תל אביב,6600,חולון,612,"2,458",..,..
תל אביב,6600,חולון,613,"2,391",..,..
תל אביב,6600,חולון,614,"4,681",84,1.8
תל אביב,6600,חולון,615,"2,582",225,8.7
תל אביב,6600,חולון,621,"5,563","1,403",25.2
תל אביב,6600,חולון,622,"4,331",..,..
תל אביב,6600,חולון,623,"3,861",220,5.7
תל אביב,6600,חולון,624,"3,424",..,..
תל אביב,6600,חולון,625,"4,510",..,..
תל אביב,6600,חולון,626,"4,090",102,2.5
תל אביב,267,כפר שמריהו,0,"1,925",..,..
תל אביב,22,מקווה ישראל,0,374,..,..
תל אביב,2620,קריית אונו,1,"5,727",..,..
תל אביב,2620,קריית אונו,3,"9,014",..,..
תל אביב,2620,קריית אונו,8,"7,257",..,..
תל אביב,8600,רמת גן,113,"3,621",..,..
תל אביב,8600,רמת גן,116,"4,011",..,..
תל אביב,8600,רמת גן,121,"3,706",..,..
תל אביב,8600,רמת גן,122,"2,245",..,..
תל אביב,8600,רמת גן,125,"2,694",..,..
תל אביב,8600,רמת גן,131,"2,541",..,..
תל אביב,8600,רמת גן,132,"3,686",..,..
תל אביב,8600,רמת גן,135,"2,724",..,..
תל אביב,8600,רמת גן,136,"4,441",..,..
תל אביב,8600,רמת גן,212,"3,611",127,3.5
תל אביב,8600,רמת גן,213,"3,488",..,..
תל אביב,8600,רמת גן,214,"2,574",101,3.9
תל אביב,8600,רמת גן,216,"5,550",261,4.7
תל אביב,8600,רמת גן,222,"6,641",..,..
תל אביב,8600,רמת גן,223,"4,570",..,..
תל אביב,8600,רמת גן,224,"4,416",..,..
תל אביב,8600,רמת גן,225,"3,383",..,..
תל אביב,8600,רמת גן,311,"3,397",280,8.3
תל אביב,8600,רמת גן,321,"5,199",279,5.4
תל אביב,8600,רמת גן,322,"3,142",183,5.8
תל אביב,8600,רמת גן,323,878,..,..
תל אביב,8600,רמת גן,325,"5,773",..,..
תל אביב,8600,רמת גן,412,"6,519",147,2.3
תל אביב,8600,רמת גן,414,"4,279",..,..
תל אביב,8600,רמת גן,415,283,..,..
תל אביב,8600,רמת גן,416,"3,202",..,..
תל אביב,8600,רמת גן,418,"7,344",..,..
תל אביב,2650,רמת השרון,11,"7,219",155,2.1
תל אביב,2650,רמת השרון,13,"4,988",456,9.1
תל אביב,2650,רמת השרון,14,"5,034",51,1.0
תל אביב,2650,רמת השרון,21,"3,783",..,..
תל אביב,2650,רמת השרון,22,"4,236",..,..
תל אביב,2650,רמת השרון,32,"3,845",..,..
תל אביב,5000,תל אביב-יפו,117,"6,191",..,..
תל אביב,5000,תל אביב-יפו,122,"3,662",..,..
תל אביב,5000,תל אביב-יפו,124,"4,629",..,..
תל אביב,5000,תל אביב-יפו,132,"3,139",..,..
תל אביב,5000,תל אביב-יפו,134,"5,672",..,..
תל אביב,5000,תל אביב-יפו,211,"5,861",..,..
תל אביב,5000,תל אביב-יפו,215,"5,330",311,5.8
תל אביב,5000,תל אביב-יפו,222,"4,083",..,..
תל אביב,5000,תל אביב-יפו,226,"5,109","1,191",23.3
תל אביב,5000,תל אביב-יפו,233,"3,940",..,..
תל אביב,5000,תל אביב-יפו,323,"4,224",..,..
תל אביב,5000,תל אביב-יפו,325,"3,824",..,..
תל אביב,5000,תל אביב-יפו,326,"2,820",..,..
תל אביב,5000,תל אביב-יפו,335,"1,672",..,..
תל אביב,5000,תל אביב-יפו,343,"2,248",..,..
תל אביב,5000,תל אביב-יפו,344,"2,037",..,..
תל אביב,5000,תל אביב-יפו,347,"3,022",..,..
תל אביב,5000,תל אביב-יפו,348,"1,283",..,..
תל אביב,5000,תל אביב-יפו,415,"4,069",..,..
תל אביב,5000,תל אביב-יפו,424,"3,080",..,..
תל אביב,5000,תל אביב-יפו,431,"2,776",..,..
תל אביב,5000,תל אביב-יפו,432,"4,075",..,..
תל אביב,5000,תל אביב-יפו,433,"3,227",..,..
תל אביב,5000,תל אביב-יפו,435,"1,249",..,..
תל אביב,5000,תל אביב-יפו,436,"2,056",..,..
תל אביב,5000,תל אביב-יפו,437,"2,599",..,..
תל אביב,5000,תל אביב-יפו,511,"1,362",..,..
תל אביב,5000,תל אביב-יפו,513,"2,722",..,..
תל אביב,5000,תל אביב-יפו,514,"2,857",..,..
תל אביב,5000,תל אביב-יפו,522,"1,992",..,..
תל אביב,5000,תל אביב-יפו,533,"3,870",..,..
תל אביב,5000,תל אביב-יפו,544,"2,097",..,..
תל אביב,5000,תל אביב-יפו,552,"1,099",..,..
תל אביב,5000,תל אביב-יפו,555,"2,277",..,..
תל אביב,5000,תל אביב-יפו,611,"2,918",165,5.7
תל אביב,5000,תל אביב-יפו,612,"4,355",..,..
תל אביב,5000,תל אביב-יפו,736,"3,692",..,..
תל אביב,5000,תל אביב-יפו,743,"3,297",391,11.9
תל אביב,5000,תל אביב-יפו,744,"4,112",503,12.2
תל אביב,5000,תל אביב-יפו,745,"3,864",..,..
תל אביב,5000,תל אביב-יפו,747,"2,682",..,..
תל אביב,5000,תל אביב-יפו,814,"3,345",58,1.7
תל אביב,5000,תל אביב-יפו,824,"2,253",133,5.9
תל אביב,5000,תל אביב-יפו,832,"3,880",..,..
תל אביב,5000,תל אביב-יפו,833,"4,928",121,2.5
תל אביב,5000,תל אביב-יפו,915,"3,170",..,..
תל אביב,5000,תל אביב-יפו,923,299,..,..
תל אביב,5000,תל אביב-יפו,924,"1,243",123,9.9
תל אביב,5000,תל אביב-יפו,926,"3,249",..,..
תל אביב,5000,תל אביב-יפו,927,"5,093",398,7.8
תל אביב,5000,תל אביב-יפו,929,"4,209",61,1.5
תל אביב,5000,תל אביב-יפו,932,756,..,..
תל אביב,5000,תל אביב-יפו,933,"3,409",80,2.3
תל אביב,5000,תל אביב-יפו,935,"1,627",..,..
תל אביב,5000,תל אביב-יפו,936,"3,566",401,11.3
תל אביב,5000,תל אביב-יפו,937,"5,161",..,..
תל אביב,5000,תל אביב-יפו,942,"5,041",362,7.2
תל אביב,5000,תל אביב-יפו,943,"2,988",195,6.5
תל אביב,5000,תל אביב-יפו,944,"3,509",169,4.8
תל אביב,5000,תל אביב-יפו,947,"4,723",88,1.9
הדרום,400,אבן שמואל,0,"2,238",75,3.3
הדרום,31,אופקים,2,"2,823",..,..
הדרום,31,אופקים,3,"3,041",536,17.6
הדרום,31,אופקים,4,"2,939","1,774",60.4
הדרום,31,אופקים,6,"6,297","4,797",76.2
הדרום,31,אופקים,7,"12,210","3,308",27.1
הדרום,338,איבים,0,651,..,..
הדרום,2600,אילת,15,"4,074",..,..
הדרום,2600,אילת,21,"3,908",114,2.9
הדרום,2600,אילת,22,"3,141",93,3.0
הדרום,2600,אילת,23,"5,855",..,..
הדרום,2600,אילת,24,"3,775",..,..
הדרום,2600,אילת,31,"3,624",..,..
הדרום,2600,אילת,33,"3,471",..,..
הדרום,2600,אילת,34,"2,118",..,..
הדרום,2600,אילת,36,"10,260",75,0.7
הדרום,70,אשדוד,112,55,..,..
הדרום,70,אשדוד,123,"3,804",127,3.3
הדרום,70,אשדוד,125,"2,554",169,6.6
הדרום,70,אשדוד,126,"3,776",..,..
הדרום,70,אשדוד,131,"2,130",58,2.7
הדרום,70,אשדוד,132,"1,786",..,..
