סמל יישוב,שם יישוב,סמל אזור סטטיסטי,אוכלוסייה,ערך מדד,דירוג  (מ-1 עד 1624)  ,  אשכול (מ-1 עד 10)  ,NAME OF LOCALITY
8300,ראשון לציון,424,"3,607",1.329,1369,8,RISHON LEZIYYON
8300,ראשון לציון,425,"2,996",0.701,1061,7,RISHON LEZIYYON
8300,ראשון לציון,426,"4,490",0.829,1123,7,RISHON LEZIYYON
8300,ראשון לציון,511,"5,309",-0.875,252,2,RISHON LEZIYYON
8300,ראשון לציון,512,"3,660",-0.306,452,4,RISHON LEZIYYON
8300,ראשון לציון,513,"3,043",-0.493,374,3,RISHON LEZIYYON
8300,ראשון לציון,514,"3,993",1.394,1398,8,RISHON LEZIYYON
8300,ראשון לציון,515,"2,555",1.214,1315,8,RISHON LEZIYYON
8300,ראשון לציון,516,"5,310",1.318,1364,8,RISHON LEZIYYON
8300,ראשון לציון,521,"4,438",1.084,1258,8,RISHON LEZIYYON
8300,ראשון לציון,522,"4,985",0.875,1157,7,RISHON LEZIYYON
8300,ראשון לציון,523,"3,691",1.148,1286,8,RISHON LEZIYYON
8300,ראשון לציון,524,"3,308",0.956,1187,7,RISHON LEZIYYON
8300,ראשון לציון,531,"5,162",1.371,1388,8,RISHON LEZIYYON
8300,ראשון לציון,532,"2,202",1.114,1270,8,RISHON LEZIYYON
8300,ראשון לציון,533,"4,751",1.004,1214,8,RISHON LEZIYYON
8300,ראשון לציון,534,"6,316",0.986,1206,8,RISHON LEZIYYON
8300,ראשון לציון,611,"2,919",1.402,1404,8,RISHON LEZIYYON
8300,ראשון לציון,612,"3,079",1.546,1455,8,RISHON LEZIYYON
8300,ראשון לציון,614,"5,262",1.524,1449,8,RISHON LEZIYYON
8300,ראשון לציון,615,"5,401",1.070,1252,8,RISHON LEZIYYON
8300,ראשון לציון,616,"3,946",1.080,1257,8,RISHON LEZIYYON
8300,ראשון לציון,617,"5,758",1.164,1294,8,RISHON LEZIYYON
8300,ראשון לציון,623,"2,430",0.916,1170,7,RISHON LEZIYYON
8300,ראשון לציון,624,"6,461",0.864,1146,7,RISHON LEZIYYON
8300,ראשון לציון,625,"1,186",1.228,1325,8,RISHON LEZIYYON
1161,רהט,1,"5,363",-1.837,55,1,RAHAT
1161,רהט,2,"5,489",-2.307,12,1,RAHAT
1161,רהט,3,"8,219",-1.977,40,1,RAHAT
1161,רהט,4,"7,893",-1.818,61,1,RAHAT
1161,רהט,5,"3,650",-1.229,171,2,RAHAT
1161,רהט,6,"4,063",-1.983,39,1,RAHAT
1161,רהט,7,"7,029",-2.306,13,1,RAHAT
1161,רהט,8,"4,237",-1.213,177,2,RAHAT
1161,רהט,9,"5,714",-2.219,22,1,RAHAT
1161,רהט,10,"3,697",-2.096,30,1,RAHAT
1161,רהט,11,"7,022",-1.793,65,1,RAHAT
8400,רחובות,112,"3,048",2.123,1594,9,REHOVOT
8400,רחובות,113,302,0.704,1063,7,REHOVOT
8400,רחובות,114,"3,905",1.497,1441,8,REHOVOT
8400,רחובות,115,"3,984",1.302,1356,8,REHOVOT
8400,רחובות,116,"3,841",0.774,1094,7,REHOVOT
8400,רחובות,117,"5,515",-0.493,373,3,REHOVOT
8400,רחובות,121,"4,236",0.137,716,5,REHOVOT
8400,רחובות,122,"4,257",1.039,1236,8,REHOVOT
8400,רחובות,123,"4,848",1.750,1524,9,REHOVOT
8400,רחובות,124,"3,310",0.229,776,6,REHOVOT
8400,רחובות,211,"4,037",0.100,688,5,REHOVOT
8400,רחובות,212,"2,209",-0.595,334,3,REHOVOT
8400,רחובות,213,"4,600",0.824,1118,7,REHOVOT
8400,רחובות,214,"3,256",1.059,1244,8,REHOVOT
8400,רחובות,221,"1,480",1.506,1446,8,REHOVOT
8400,רחובות,222,"7,375",-0.255,484,4,REHOVOT
8400,רחובות,231,"2,754",0.065,658,5,REHOVOT
8400,רחובות,232,"5,184",-0.377,419,4,REHOVOT
8400,רחובות,311,"2,337",1.391,1394,8,REHOVOT
8400,רחובות,312,"5,682",1.187,1303,8,REHOVOT
8400,רחובות,313,"2,832",0.130,711,5,REHOVOT
8400,רחובות,321,"4,817",0.279,808,6,REHOVOT
8400,רחובות,322,"4,960",0.460,931,6,REHOVOT
8400,רחובות,411,"3,579",0.511,956,7,REHOVOT
8400,רחובות,412,"2,585",0.774,1093,7,REHOVOT
8400,רחובות,413,"4,699",1.032,1233,8,REHOVOT
8400,רחובות,414,"4,040",1.181,1299,8,REHOVOT
8400,רחובות,421,"3,521",1.402,1403,8,REHOVOT
8400,רחובות,422,"1,280",1.694,1504,9,REHOVOT
8400,רחובות,424,"6,655",1.325,1367,8,REHOVOT
8400,רחובות,425,"4,365",0.372,872,6,REHOVOT
8400,רחובות,431,"6,706",0.713,1066,7,REHOVOT
8400,רחובות,432,"5,561",-0.903,240,2,REHOVOT
8400,רחובות,433,748,0.819,1117,7,REHOVOT
8500,רמלה,11,"1,697",-1.307,158,2,RAMLA
8500,רמלה,12,"2,635",0.456,929,6,RAMLA
8500,רמלה,13,"5,183",0.292,815,6,RAMLA
8500,רמלה,14,"4,107",-0.714,289,3,RAMLA
8500,רמלה,17,"3,974",-1.101,192,2,RAMLA
8500,רמלה,18,"2,397",-1.228,172,2,RAMLA
8500,רמלה,21,"2,311",-0.564,343,3,RAMLA
8500,רמלה,22,"3,697",-0.265,476,4,RAMLA
8500,רמלה,23,"2,072",-0.313,445,4,RAMLA
8500,רמלה,24,"4,297",0.346,853,6,RAMLA
8500,רמלה,31,"3,722",0.112,694,5,RAMLA
8500,רמלה,32,"3,183",-0.456,393,3,RAMLA
8500,רמלה,33,"2,765",-0.389,412,4,RAMLA
8500,רמלה,34,"3,067",-0.587,337,3,RAMLA
8500,רמלה,35,"3,307",-0.637,318,3,RAMLA
8500,רמלה,41,"6,839",0.519,961,7,RAMLA
8500,רמלה,42,"5,043",-0.335,438,4,RAMLA
8500,רמלה,43,"4,495",-0.068,570,5,RAMLA
8500,רמלה,44,"2,946",-0.019,606,5,RAMLA
8500,רמלה,45,"3,470",-1.571,100,2,RAMLA
8600,רמת גן,112,"4,606",1.734,1516,9,RAMAT GAN
8600,רמת גן,113,"3,445",0.992,1208,8,RAMAT GAN
8600,רמת גן,114,"4,787",0.876,1158,7,RAMAT GAN
8600,רמת גן,115,"2,692",0.832,1126,7,RAMAT GAN
8600,רמת גן,116,"3,791",1.074,1253,8,RAMAT GAN
8600,רמת גן,121,"3,389",1.054,1240,8,RAMAT GAN
8600,רמת גן,122,"1,658",1.337,1373,8,RAMAT GAN
8600,רמת גן,123,"2,810",1.453,1420,8,RAMAT GAN
8600,רמת גן,124,609,0.966,1194,8,RAMAT GAN
8600,רמת גן,125,"2,256",1.746,1520,9,RAMAT GAN
8600,רמת גן,131,"2,435",1.705,1506,9,RAMAT GAN
8600,רמת גן,132,"3,439",1.218,1320,8,RAMAT GAN
8600,רמת גן,133,"5,629",1.044,1237,8,RAMAT GAN
8600,רמת גן,134,"3,493",0.805,1109,7,RAMAT GAN
8600,רמת גן,135,"2,653",0.452,924,6,RAMAT GAN
8600,רמת גן,136,"4,521",0.849,1137,7,RAMAT GAN
8600,רמת גן,137,"2,061",0.942,1181,7,RAMAT GAN
8600,רמת גן,138,"4,376",1.019,1224,8,RAMAT GAN
8600,רמת גן,211,"2,427",0.698,1059,7,RAMAT GAN
8600,רמת גן,212,"3,236",1.022,1227,8,RAMAT GAN
8600,רמת גן,213,"2,976",1.007,1215,8,RAMAT GAN
8600,רמת גן,214,"2,322",0.719,1069,7,RAMAT GAN
8600,רמת גן,215,"5,420",0.835,1128,7,RAMAT GAN
8600,רמת גן,216,"4,610",0.857,1141,7,RAMAT GAN
8600,רמת גן,221,"3,403",0.674,1043,7,RAMAT GAN
8600,רמת גן,222,"5,781",1.111,1269,8,RAMAT GAN
8600,רמת גן,223,"4,248",1.219,1321,8,RAMAT GAN
8600,רמת גן,224,"4,172",1.079,1256,8,RAMAT GAN
8600,רמת גן,225,"3,083",0.857,1140,7,RAMAT GAN
8600,רמת גן,311,"3,007",0.889,1164,7,RAMAT GAN
8600,רמת גן,312,"4,952",1.589,1475,8,RAMAT GAN
8600,רמת גן,313,"3,288",0.777,1097,7,RAMAT GAN
8600,רמת גן,314,"2,338",0.748,1081,7,RAMAT GAN
8600,רמת גן,321,"5,167",0.503,954,7,RAMAT GAN
8600,רמת גן,322,"3,023",0.161,734,6,RAMAT GAN
8600,רמת גן,323,477,-0.760,276,3,RAMAT GAN
8600,רמת גן,324,"5,661",1.194,1308,8,RAMAT GAN
8600,רמת גן,325,"4,749",0.742,1079,7,RAMAT GAN
8600,רמת גן,412,"5,747",0.243,783,6,RAMAT GAN
8600,רמת גן,414,"2,623",2.169,1597,9,RAMAT GAN
8600,רמת גן,416,"3,264",1.955,1568,9,RAMAT GAN
8600,רמת גן,417,474,1.952,1566,9,RAMAT GAN
8600,רמת גן,418,"6,953",1.874,1549,9,RAMAT GAN
2650,רמת השרון,11,"5,355",0.687,1053,7,RAMAT HASHARON
2650,רמת השרון,13,"5,071",0.865,1148,7,RAMAT HASHARON
2650,רמת השרון,14,"4,845",1.833,1543,9,RAMAT HASHARON
2650,רמת השרון,21,"3,892",1.751,1526,9,RAMAT HASHARON
2650,רמת השרון,22,"4,482",1.606,1476,8,RAMAT HASHARON
2650,רמת השרון,23,"3,950",1.982,1575,9,RAMAT HASHARON
2650,רמת השרון,24,"3,592",1.994,1576,9,RAMAT HASHARON
2650,רמת השרון,31,"4,823",2.238,1604,9,RAMAT HASHARON
2650,רמת השרון,32,"3,102",1.967,1571,9,RAMAT HASHARON
2650,רמת השרון,33,"2,140",2.671,1620,10,RAMAT HASHARON
2650,רמת השרון,36,"3,037",2.534,1618,10,RAMAT HASHARON
8700,רעננה,12,"2,564",1.190,1304,8,RA'ANNANA
8700,רעננה,13,"3,859",1.642,1489,9,RA'ANNANA
8700,רעננה,14,"2,547",1.466,1429,8,RA'ANNANA
8700,רעננה,15,"2,150",0.969,1198,8,RA'ANNANA
8700,רעננה,16,"2,876",1.067,1249,8,RA'ANNANA
8700,רעננה,17,"3,501",1.026,1229,8,RA'ANNANA
8700,רעננה,18,"2,494",0.931,1178,7,RA'ANNANA
8700,רעננה,19,"2,346",1.160,1293,8,RA'ANNANA
8700,רעננה,21,"2,470",0.844,1134,7,RA'ANNANA
8700,רעננה,22,"3,113",0.862,1144,7,RA'ANNANA
8700,רעננה,23,"2,808",0.616,1017,7,RA'ANNANA
8700,רעננה,24,"3,108",1.626,1483,9,RA'ANNANA
8700,רעננה,25,"3,587",1.940,1563,9,RA'ANNANA
8700,רעננה,26,"2,976",0.682,1049,7,RA'ANNANA
8700,רעננה,27,"3,768",1.585,1474,8,RA'ANNANA
8700,רעננה,28,"2,916",1.138,1279,8,RA'ANNANA
8700,רעננה,31,"6,670",1.721,1511,9,RA'ANNANA
8700,רעננה,32,"3,504",1.570,1466,8,RA'ANNANA
8700,רעננה,33,"3,757",1.145,1283,8,RA'ANNANA
8700,רעננה,34,"3,739",0.862,1145,7,RA'ANNANA
8700,רעננה,35,"3,202",1.221,1322,8,RA'ANNANA
8700,רעננה,36,"2,329",1.653,1495,9,RA'ANNANA
1031,שדרות,2,"4,038",-0.446,397,3,SEDEROT
1031,שדרות,3,"3,013",-0.358,429,4,SEDEROT
1031,שדרות,4,"3,895",-0.155,528,5,SEDEROT
1031,שדרות,5,"3,457",-0.308,449,4,SEDEROT
1031,שדרות,6,"6,015",0.180,747,6,SEDEROT
1031,שדרות,7,"2,656",-0.032,592,5,SEDEROT
1304,שוהם,1,"4,718",1.892,1552,9,SHOHAM
1304,שוהם,2,"6,780",1.610,1479,8,SHOHAM
1304,שוהם,3,"4,662",1.470,1433,8,SHOHAM
1304,שוהם,4,"4,244",1.749,1523,9,SHOHAM
5000,תל אביב-יפו,113,"10,139",2.016,1580,9,TEL AVIV - YAFO
5000,תל אביב-יפו,114,"5,617",1.825,1542,9,TEL AVIV - YAFO
5000,תל אביב-יפו,115,"4,966",2.677,1621,10,TEL AVIV - YAFO
5000,תל אביב-יפו,117,"5,576",2.410,1614,9,TEL AVIV - YAFO
5000,תל אביב-יפו,121,"3,891",2.010,1578,9,TEL AVIV - YAFO
5000,תל אביב-יפו,122,"3,685",2.396,1613,9,TEL AVIV - YAFO
5000,תל אביב-יפו,123,"4,797",2.056,1585,9,TEL AVIV - YAFO
5000,תל אביב-יפו,124,"4,442",2.029,1582,9,TEL AVIV - YAFO
5000,תל אביב-יפו,125,"4,612",1.843,1545,9,TEL AVIV - YAFO
5000,תל אביב-יפו,131,"2,464",2.294,1606,9,TEL AVIV - YAFO
5000,תל אביב-יפו,132,"3,309",1.646,1491,9,TEL AVIV - YAFO
5000,תל אביב-יפו,133,"4,925",1.553,1459,8,TEL AVIV - YAFO
5000,תל אביב-יפו,134,"3,702",1.002,1212,8,TEL AVIV - YAFO
5000,תל אביב-יפו,135,292,0.631,1025,7,TEL AVIV - YAFO
5000,תל אביב-יפו,211,"5,663",2.336,1608,9,TEL AVIV - YAFO
5000,תל אביב-יפו,212,"5,577",1.981,1574,9,TEL AVIV - YAFO
5000,תל אביב-יפו,213,"3,243",1.876,1550,9,TEL AVIV - YAFO
5000,תל אביב-יפו,214,"2,990",1.951,1565,9,TEL AVIV - YAFO
5000,תל אביב-יפו,215,"4,666",1.334,1371,8,TEL AVIV - YAFO
5000,תל אביב-יפו,216,"2,695",1.356,1381,8,TEL AVIV - YAFO
5000,תל אביב-יפו,221,125,1.926,1558,9,TEL AVIV - YAFO
5000,תל אביב-יפו,222,"2,517",2.438,1615,9,TEL AVIV - YAFO
5000,תל אביב-יפו,223,"5,351",2.098,1591,9,TEL AVIV - YAFO
5000,תל אביב-יפו,224,"2,093",2.765,1623,10,TEL AVIV - YAFO
5000,תל אביב-יפו,225,"3,340",0.825,1119,7,TEL AVIV - YAFO
5000,תל אביב-יפו,226,"3,821",0.075,672,5,TEL AVIV - YAFO
5000,תל אביב-יפו,231,"4,233",2.300,1607,9,TEL AVIV - YAFO
5000,תל אביב-יפו,232,"2,607",2.202,1599,9,TEL AVIV - YAFO
5000,תל אביב-יפו,233,"4,113",1.456,1422,8,TEL AVIV - YAFO
5000,תל אביב-יפו,312,"2,233",1.510,1448,8,TEL AVIV - YAFO
5000,תל אביב-יפו,313,"2,013",1.723,1512,9,TEL AVIV - YAFO
5000,תל אביב-יפו,314,"4,291",1.900,1554,9,TEL AVIV - YAFO
5000,תל אביב-יפו,315,"3,945",1.957,1569,9,TEL AVIV - YAFO
5000,תל אביב-יפו,316,"1,719",1.653,1494,9,TEL AVIV - YAFO
5000,תל אביב-יפו,317,"2,011",1.631,1485,9,TEL AVIV - YAFO
5000,תל אביב-יפו,321,"1,624",1.486,1437,8,TEL AVIV - YAFO
5000,תל אביב-יפו,322,"1,609",1.751,1525,9,TEL AVIV - YAFO
5000,תל אביב-יפו,323,"3,885",1.834,1544,9,TEL AVIV - YAFO
5000,תל אביב-יפו,324,"2,134",1.915,1557,9,TEL AVIV - YAFO
5000,תל אביב-יפו,325,"3,755",1.735,1517,9,TEL AVIV - YAFO
5000,תל אביב-יפו,326,"2,763",1.415,1407,8,TEL AVIV - YAFO
5000,תל אביב-יפו,333,"1,452",1.415,1408,8,TEL AVIV - YAFO
5000,תל אביב-יפו,334,"2,199",1.281,1348,8,TEL AVIV - YAFO
5000,תל אביב-יפו,335,"1,598",1.155,1289,8,TEL AVIV - YAFO
5000,תל אביב-יפו,336,"2,069",1.278,1345,8,TEL AVIV - YAFO
5000,תל אביב-יפו,337,"1,762",1.576,1469,8,TEL AVIV - YAFO
5000,תל אביב-יפו,338,"1,838",1.345,1378,8,TEL AVIV - YAFO
5000,תל אביב-יפו,341,"2,044",1.747,1521,9,TEL AVIV - YAFO
5000,תל אביב-יפו,342,"2,056",1.637,1486,9,TEL AVIV - YAFO
5000,תל אביב-יפו,343,"2,087",1.498,1443,8,TEL AVIV - YAFO
5000,תל אביב-יפו,344,"1,972",1.530,1452,8,TEL AVIV - YAFO
5000,תל אביב-יפו,345,"2,196",1.748,1522,9,TEL AVIV - YAFO
5000,תל אביב-יפו,346,"2,530",1.715,1507,9,TEL AVIV - YAFO
5000,תל אביב-יפו,347,"2,862",1.724,1513,9,TEL AVIV - YAFO
5000,תל אביב-יפו,348,"1,181",1.607,1477,8,TEL AVIV - YAFO
5000,תל אביב-יפו,349,"1,545",1.745,1519,9,TEL AVIV - YAFO
5000,תל אביב-יפו,411,"4,878",1.805,1537,9,TEL AVIV - YAFO
5000,תל אביב-יפו,412,"4,524",1.793,1534,9,TEL AVIV - YAFO
5000,תל אביב-יפו,413,"3,750",1.979,1573,9,TEL AVIV - YAFO
5000,תל אביב-יפו,414,"2,933",2.062,1586,9,TEL AVIV - YAFO
5000,תל אביב-יפו,415,"3,950",2.050,1584,9,TEL AVIV - YAFO
5000,תל אביב-יפו,421,"2,621",1.953,1567,9,TEL AVIV - YAFO
5000,תל אביב-יפו,422,"3,263",2.049,1583,9,TEL AVIV - YAFO
5000,תל אביב-יפו,423,"3,133",2.236,1603,9,TEL AVIV - YAFO
5000,תל אביב-יפו,424,"2,827",2.005,1577,9,TEL AVIV - YAFO
5000,תל אביב-יפו,427,"2,162",2.066,1587,9,TEL AVIV - YAFO
5000,תל אביב-יפו,431,"2,830",1.784,1532,9,TEL AVIV - YAFO
5000,תל אביב-יפו,432,"3,919",2.104,1592,9,TEL AVIV - YAFO
5000,תל אביב-יפו,433,"2,908",2.079,1588,9,TEL AVIV - YAFO
5000,תל אביב-יפו,435,741,1.741,1518,9,TEL AVIV - YAFO
5000,תל אביב-יפו,436,"1,914",1.642,1488,9,TEL AVIV - YAFO
5000,תל אביב-יפו,437,"1,856",2.802,1624,10,TEL AVIV - YAFO
5000,תל אביב-יפו,511,"1,279",0.749,1082,7,TEL AVIV - YAFO
5000,תל אביב-יפו,512,"2,141",1.191,1305,8,TEL AVIV - YAFO
5000,תל אביב-יפו,513,"2,154",1.222,1323,8,TEL AVIV - YAFO
5000,תל אביב-יפו,514,"2,817",1.378,1389,8,TEL AVIV - YAFO
5000,תל אביב-יפו,515,"3,494",1.754,1527,9,TEL AVIV - YAFO
5000,תל אביב-יפו,516,"4,040",1.480,1435,8,TEL AVIV - YAFO
5000,תל אביב-יפו,517,"3,202",1.818,1539,9,TEL AVIV - YAFO
5000,תל אביב-יפו,521,"1,699",0.853,1138,7,TEL AVIV - YAFO
5000,תל אביב-יפו,522,"1,771",0.959,1189,7,TEL AVIV - YAFO
5000,תל אביב-יפו,523,"1,416",0.770,1090,7,TEL AVIV - YAFO
5000,תל אביב-יפו,532,605,1.183,1300,8,TEL AVIV - YAFO
5000,תל אביב-יפו,533,"3,404",1.337,1374,8,TEL AVIV - YAFO
5000,תל אביב-יפו,541,"1,195",1.067,1250,8,TEL AVIV - YAFO
5000,תל אביב-יפו,542,"1,030",1.066,1248,8,TEL AVIV - YAFO
5000,תל אביב-יפו,543,"1,405",1.460,1423,8,TEL AVIV - YAFO
5000,תל אביב-יפו,544,"1,945",1.562,1461,8,TEL AVIV - YAFO
5000,תל אביב-יפו,552,"1,028",1.306,1358,8,TEL AVIV - YAFO
5000,תל אביב-יפו,554,975,1.572,1467,8,TEL AVIV - YAFO
5000,תל אביב-יפו,555,"2,087",1.615,1480,8,TEL AVIV - YAFO
5000,תל אביב-יפו,557,"1,433",1.110,1268,8,TEL AVIV - YAFO
5000,תל אביב-יפו,611,"2,786",1.540,1454,8,TEL AVIV - YAFO
5000,תל אביב-יפו,612,"1,392",1.872,1548,9,TEL AVIV - YAFO
5000,תל אביב-יפו,613,274,2.610,1619,10,TEL AVIV - YAFO
5000,תל אביב-יפו,626,"1,690",1.549,1457,8,TEL AVIV - YAFO
5000,תל אביב-יפו,711,"1,801",0.560,982,7,TEL AVIV - YAFO
5000,תל אביב-יפו,712,"1,948",1.266,1339,8,TEL AVIV - YAFO
5000,תל אביב-יפו,713,526,0.266,800,6,TEL AVIV - YAFO
5000,תל אביב-יפו,715,"1,211",0.589,1001,7,TEL AVIV - YAFO
5000,תל אביב-יפו,721,"1,056",0.123,703,5,TEL AVIV - YAFO
5000,תל אביב-יפו,722,422,0.906,1167,7,TEL AVIV - YAFO
5000,תל אביב-יפו,723,"1,994",-0.258,481,4,TEL AVIV - YAFO
5000,תל אביב-יפו,724,"1,151",-0.634,319,3,TEL AVIV - YAFO
5000,תל אביב-יפו,725,"2,195",-0.361,428,4,TEL AVIV - YAFO
5000,תל אביב-יפו,731,"2,478",0.903,1166,7,TEL AVIV - YAFO
5000,תל אביב-יפו,732,"3,323",-0.030,595,5,TEL AVIV - YAFO
5000,תל אביב-יפו,733,"1,214",-0.551,348,3,TEL AVIV - YAFO
5000,תל אביב-יפו,734,"3,019",-0.272,469,4,TEL AVIV - YAFO
5000,תל אביב-יפו,735,"2,619",-0.702,293,3,TEL AVIV - YAFO
5000,תל אביב-יפו,736,"3,637",-0.372,420,4,TEL AVIV - YAFO
5000,תל אביב-יפו,743,"3,381",-0.188,506,5,TEL AVIV - YAFO
5000,תל אביב-יפו,744,"4,293",-0.227,494,4,TEL AVIV - YAFO
5000,תל אביב-יפו,745,"3,529",-0.364,427,4,TEL AVIV - YAFO
5000,תל אביב-יפו,746,"3,784",-0.557,346,3,TEL AVIV - YAFO
5000,תל אביב-יפו,747,"2,847",-0.365,426,4,TEL AVIV - YAFO
5000,תל אביב-יפו,748,"2,811",-0.328,440,4,TEL AVIV - YAFO
5000,תל אביב-יפו,811,"1,609",1.013,1220,8,TEL AVIV - YAFO
5000,תל אביב-יפו,812,"5,087",1.217,1319,8,TEL AVIV - YAFO
5000,תל אביב-יפו,813,"1,926",1.278,1347,8,TEL AVIV - YAFO
5000,תל אביב-יפו,814,"3,017",0.128,708,5,TEL AVIV - YAFO
5000,תל אביב-יפו,815,536,-0.947,226,2,TEL AVIV - YAFO
5000,תל אביב-יפו,816,586,-0.149,533,5,TEL AVIV - YAFO
5000,תל אביב-יפו,821,611,-0.808,269,3,TEL AVIV - YAFO
5000,תל אביב-יפו,822,"2,914",-0.240,488,4,TEL AVIV - YAFO
5000,תל אביב-יפו,823,"1,480",-0.214,500,4,TEL AVIV - YAFO
5000,תל אביב-יפו,824,"2,404",-0.388,413,4,TEL AVIV - YAFO
5000,תל אביב-יפו,826,860,0.134,715,5,TEL AVIV - YAFO
5000,תל אביב-יפו,832,"3,776",0.034,642,5,TEL AVIV - YAFO
5000,תל אביב-יפו,833,"4,934",-0.166,522,5,TEL AVIV - YAFO
5000,תל אביב-יפו,911,"4,450",1.354,1380,8,TEL AVIV - YAFO
5000,תל אביב-יפו,912,"3,925",1.622,1482,8,TEL AVIV - YAFO
5000,תל אביב-יפו,914,845,2.471,1617,9,TEL AVIV - YAFO
5000,תל אביב-יפו,915,"3,255",1.091,1261,8,TEL AVIV - YAFO
5000,תל אביב-יפו,916,"1,847",0.860,1143,7,TEL AVIV - YAFO
5000,תל אביב-יפו,921,"4,484",0.789,1103,7,TEL AVIV - YAFO
5000,תל אביב-יפו,922,"2,021",0.907,1168,7,TEL AVIV - YAFO
5000,תל אביב-יפו,923,307,-3.263,2,1,TEL AVIV - YAFO
5000,תל אביב-יפו,924,"1,287",-0.262,479,4,TEL AVIV - YAFO
5000,תל אביב-יפו,925,"3,234",0.141,718,5,TEL AVIV - YAFO
5000,תל אביב-יפו,926,"3,320",0.468,935,6,TEL AVIV - YAFO
5000,תל אביב-יפו,927,"4,931",0.522,964,7,TEL AVIV - YAFO
5000,תל אביב-יפו,928,402,0.354,860,6,TEL AVIV - YAFO
5000,תל אביב-יפו,929,"3,651",0.021,634,5,TEL AVIV - YAFO
5000,תל אביב-יפו,931,"1,688",-0.552,347,3,TEL AVIV - YAFO
5000,תל אביב-יפו,932,739,-0.671,304,3,TEL AVIV - YAFO
5000,תל אביב-יפו,933,"3,647",-0.408,404,4,TEL AVIV - YAFO
5000,תל אביב-יפו,934,"1,877",-0.756,277,3,TEL AVIV - YAFO
5000,תל אביב-יפו,935,"1,792",-0.733,282,3,TEL AVIV - YAFO
5000,תל אביב-יפו,936,"2,857",-0.432,399,3,TEL AVIV - YAFO
5000,תל אביב-יפו,937,"5,168",-0.041,585,5,TEL AVIV - YAFO
5000,תל אביב-יפו,941,"3,447",0.116,696,5,TEL AVIV - YAFO
5000,תל אביב-יפו,942,"5,067",0.282,809,6,TEL AVIV - YAFO
5000,תל אביב-יפו,943,"3,017",0.249,790,6,TEL AVIV - YAFO
5000,תל אביב-יפו,944,"3,677",0.073,668,5,TEL AVIV - YAFO
5000,תל אביב-יפו,945,"2,676",0.291,812,6,TEL AVIV - YAFO
5000,תל אביב-יפו,946,"3,396",0.329,842,6,TEL AVIV - YAFO
5000,תל אביב-יפו,947,"4,829",0.441,916,6,TEL AVIV - YAFO
